Qualis	Ano da Produção	Autor01	Autor01-Cat	Autor02	Autor02-Cat	Autor03	Autor03-Cat	Autor04	Autor04-Cat	Autor05	Autor05-Cat	Autor06	Autor06-Cat	Autor07	Autor07-Cat	Autor08	Autor08-Cat	Autor09	Autor09-Cat	Autor10	Autor10-Cat	Autor11	Autor11-Cat	Autor12	Autor12-Cat	Autor13	Autor13-Cat	Autor14	Autor14-Cat	Autor15	Autor15-Cat	Autor16	Autor16-Cat	Autor17	Autor17-Cat	Autor18	Autor18-Cat	Autor19	Autor19-Cat	Autor20	Autor20-Cat	Autor21	Autor21-Cat	Autor22	Autor22-Cat	Autor23	Autor23-Cat	Autor24	Autor24-Cat	Autor25	Autor25-Cat	Autor26	Autor26-Cat	Autor27	Autor27-Cat	Autor28	Autor28-Cat	Autor29	Autor29-Cat	Autor30	Autor30-Cat	Autor31	Autor31-Cat	Autor32	Autor32-Cat	Autor33	Autor33-Cat	Autor34	Autor34-Cat	Autor35	Autor35-Cat	Autor36	Autor36-Cat	Autor37	Autor37-Cat	Autor38	Autor38-Cat	Autor39	Autor39-Cat	Autor40	Autor40-Cat	Autor41	Autor41-Cat	Autor42	Autor42-Cat	Autor43	Autor43-Cat	Autor44	Autor44-Cat	Autor45	Autor45-Cat	Autor46	Autor46-Cat	Cidade	Cidade do evento	DOI	Divulgação	Edição / Número	Fascículo	IES Nome	IES Sigla	ISBN/ISSN	ISSN / Título do periódico	Idioma	Linha de Pesquisa	Natureza	Nome da editora	Nome do PPG	Nome do evento	Número da página final	Número da página inicial	Número do DOI	Observação	País	Produção Glosada?	Programa	Projeto de Pesquisa	Subtipo da Produção	Série	Tipo da Produção	Título da Produção	Título dos Anais	URL	URL do DOI	Volume	Área de Avaliação	Área de Concentração
A1	2018.0	ANDRE SOARES LOPES	Docente																																																																																											-		10.1080/01441647.2018.1442890	MEIO DIGITAL		-	UNIVERSIDADE DE FORTALEZA	UNIFOR		0144-1647 / (0144-1647) TRANSPORT REVIEWS	Inglês	"2.	Ciências e tecnologias de cidades"	Completo	-	CIÊNCIAS DA CIDADE		22	1		-		Não	22002014011P0	Modelagem Integrada dos Transportes e Uso do Solo no Planejamento da Acessibilidade e Mobilidade Urbanas	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	LUTI OPERATIONAL MODELS REVIEW BASED ON THE PROPOSITION OF AN <I>A PRIORI</I> ALUTI CONCEPTUAL MODEL		[http://www.tandfonline.com/doi/full/10.1080/01441647.2018.1442890][doi:10.1080/01441647.2018.1442890]		1	ARQUITETURA, URBANISMO E DESIGN	CIÊNCIAS DA CIDADE
C	2018.0	ANDRE SOARES LOPES	Docente																																																																																											-		10.24212/2179-3565.2018v9i3p122-134	MEIO DIGITAL		-	UNIVERSIDADE DE FORTALEZA	UNIFOR		2179-3565 / (2179-3565) RISUS. JOURNAL ON INNOVATION AND SUSTAINABILITY	Português	"2.	Ciências e tecnologias de cidades"	Completo	-	CIÊNCIAS DA CIDADE		134	122		-		Não	22002014011P0	Acessibilidade e Mobilidade Urbanas a partir do Planejamento Integrado do Uso do Solo e dos Transportes	ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	MODELOS DE NEGÓCIOS APLICADOS A COMPARTILHAMENTO DE VEÍCULOS ELÉTRICOS		[http://https://revistas.pucsp.br/index.php/risus/article/view/39770/26920][doi:10.24212/2179-3565.2018v9i3p122-134]		9	ARQUITETURA, URBANISMO E DESIGN	CIÊNCIAS DA CIDADE
C	2018.0	CLARISSA RIBEIRO PEREIRA DE ALMEIDA	Docente																																																																																											-		-	IMPRESSO		-	UNIVERSIDADE DE FORTALEZA	UNIFOR		1758-9533 / (1758-9533) TECHNOETIC ARTS: A JOURNAL OF SPECULATIVE RESEARCH	Inglês	"2.	Ciências e tecnologias de cidades"	Completo	-	CIÊNCIAS DA CIDADE		-	151		-		Não	22002014011P0	Estudos da interação de um sistema multi-plataforma via web e via interação tátil para o Ensino de programação	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	MOLMEDIA: COMMUNICATION AT ELEMENTARY ENTITIES LEVEL		[http://www.intellectbooks.com/technoetic-arts-a-journal-of-speculative-research]		16	ARQUITETURA, URBANISMO E DESIGN	CIÊNCIAS DA CIDADE
C	2018.0	ANDRE GADELHA DE OLIVEIRA	Docente	RICARDO LEANDRO SANTOS ARAUJO	Discente - Mestrado Profissional																																																																																									-		-	VÁRIOS		-	UNIVERSIDADE DE FORTALEZA	UNIFOR		2162-5263 / (2162-5263) JOURNAL OF ENVIRONMENTAL SCIENCE AND ENGINEERING B	Português	"2.	Ciências e tecnologias de cidades"	Completo	-	CIÊNCIAS DA CIDADE		223	215		-		Não	22002014011P0	REUSO DIRETO DAS CORRENTES LÍQUIDAS DE BANHOS DE TINGIMENTO TÊXTIL POR CÉLULA ELETROLÍTICA OPERANDO POR CAMPO ELÉTRICO UNIFORMEMENTE VARIADO	ARTIGO EM PERIÓDICO	6	BIBLIOGRÁFICA	STUDY OF WASTEWATER TREATMENT PLANTS IN OPERATION WITH UASB REACTORS IN THE MUNICIPALITY OF JUAZEIRO DO NORTE-CEARÁ		-		7	ARQUITETURA, URBANISMO E DESIGN	CIÊNCIAS DA CIDADE
B4	2018.0	NELSON KUWAHARA	Docente																																																																																											-		-	MEIO DIGITAL		-	Universidade Federal do Amazonas	UFAM		1808-2882 / (1808-2882) CUSTOS E @GRONEGOCIOSONLINE	Português		Completo	-	DESIGN		467	433		-		Não	12001015172P0		ARTIGO EM PERIÓDICO	Especial	BIBLIOGRÁFICA	DESENVOLVIMENTO DE SOFTWARE PARA AVALIAÇÃO DE CUSTOS NO SETOR DE TRANSPORTE HIDROVIÁRIO DE CARGA		[http://www.custoseagronegocioonline.com.br/especialv14/OK%2018%20frete.pdf]		14	ARQUITETURA, URBANISMO E DESIGN	
C	2018.0	NELSON KUWAHARA	Docente																																																																																											-		-	MEIO DIGITAL		-	Universidade Federal do Amazonas	UFAM		2238-1910 / (2238-1910) REVISTA ELETRÔNICA SCIENTIA AMAZÔNIA	Português		Completo	-	DESIGN		B44	B37		-		Não	12001015172P0		ARTIGO EM PERIÓDICO	2018	BIBLIOGRÁFICA	POTENCIAL INOVADOR SUSTENTÁVEL DE UMA PESQUISA CIENTÍFICA PARA OBTENÇÃO DA FÉCULA DO CARÁ-ROXO (DIOSCOREA TRIFIDA L.F) APLICADA NA PRODUÇÃO DE ALIMENTOS FUNCIONAIS		[http://scientia-amazonia.org/wp-content/uploads/2018/07/v7-n2-b37-44-2018.pdf]		7	ARQUITETURA, URBANISMO E DESIGN	
C	2018.0	NELSON KUWAHARA	Docente																																																																																											-		-	MEIO DIGITAL		-	Universidade Federal do Amazonas	UFAM		2238-1910 / (2238-1910) REVISTA ELETRÔNICA SCIENTIA AMAZÔNIA	Português		Completo	-	DESIGN		111	104		-		Não	12001015172P0		ARTIGO EM PERIÓDICO	2018	BIBLIOGRÁFICA	PROPOSTA DE BASE PRÉ-FABRICADA ADAPTÁVEL PARA MOCK-UPS AUTOMOTIVOS		[http://scientia-amazonia.org/wp-content/uploads/2018/05/s1-104-111-2018.pdf]		S1	ARQUITETURA, URBANISMO E DESIGN	
A4	2018.0	MAYANA FERNANDES VERAS	Discente - Mestrado Profissional	CLAUDETE BARBOSA DA SILVA	Docente	KARLA MAZARELO MACIEL PACHECO	Docente																																																																																							Bangladesh		https://doi.org/10.31686/ijier.Vol6.Iss10.1166	MEIO DIGITAL		-	Universidade Federal do Amazonas	UFAM		2411-2933 / (2411-2933) INTERNATIONAL JOURNAL FOR INNOVATION EDUCATION AND RESEARCH	Inglês	DESIGN, SISTEMAS DE PRODUTOS E PROCESSOS	Completo	International Educative Research Foundation and Publisher	DESIGN		64	53		-		Não	12001015172P0		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	TECHNOLOGICAL DEVELOPMENT OF THE WESTERN AMAZON: FINANCING OF RESEARCH AND DEVELOPMENT PROJECTS BY THE AMAZON INFORMATICS LAW		https://doi.org/10.31686/ijier.Vol6.Iss10.1166		6	ARQUITETURA, URBANISMO E DESIGN	DESIGN, INOVAÇÃO E DESENVOLVIMENTO TECNOLÓGICO
NA	2018.0	DENISE LINO DE ARAUJO	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		(2358-5870) INTERNET LATENT CORPUS JOURNAL (ONLINE)	Português		Completo	-	DESIGN		144	127		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	A PROGRAMABILIDADE DO ENSINO DE PRODUÇÃO TEXTUAL ESCRITA NA BASE NACIONAL COMUM CURRICULAR		[http://revistas.ufcg.edu.br/ch/index.php/Leia/article/view/1231]		3	ARQUITETURA, URBANISMO E DESIGN	
A2	2018.0	FERNANDO SCHRAMM	Docente																																																																																											-		10.1007/s11269-018-1966-9	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		0920-4741 / (0920-4741) WATER RESOURCES MANAGEMENT	Inglês		Completo	-	DESIGN		14	1		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	AN APPROACH FOR SUPPORTING PROBLEM STRUCTURING IN WATER RESOURCES MANAGEMENT AND PLANNING		-		X	ARQUITETURA, URBANISMO E DESIGN	
B2	2018.0	PABLO MARCEL DE ARRUDA TORRES	Docente																																																																																											-		10.4013/sdrj.2018.113.02	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		1984-2988 / (1984-2988) STRATEGIC DESIGN RESEARCH JOURNAL	Português		Completo	-	DESIGN		192	186		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	AN OVERVIEW ON STRATEGIC DESIGN FOR SOCIO-TECHNICAL INNOVATION		[http://revistas.unisinos.br/index.php/sdrj/article/view/sdrj.2018.113.02/60746553][doi:10.4013/sdrj.2018.113.02]		11	ARQUITETURA, URBANISMO E DESIGN	
NA	2018.0	IZABEL FARIAS BATISTA LEITE	Discente - Mestrado	HEITOR DE ANDRADE SILVA	Docente																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		2448-296X / (2448-296X) REVISTA PROJETAR - PROJETO E PERCEPÇÃO DO AMBIENTE	Português		Completo	-	DESIGN		60	47		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	3 (2018)	BIBLIOGRÁFICA	ATELIÊS DE PROJETO DE DESIGN E DE ARQUITETURA: ESPAÇO, ENSINO E SUAS CORRELAÇÕES		-		3	ARQUITETURA, URBANISMO E DESIGN	
C	2018.0	WELLINGTON GOMES DE MEDEIROS	Docente	FERNANDO DE OLIVEIRA LINHARES	Discente - Mestrado																																																																																									-		-	VÁRIOS		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		2178-5368 / (2178-5368) SEMEIOSIS: SEMIÓTICA E TRANSDISCIPLINARIDADE EM REVISTA	Português		Completo	-	DESIGN		93	68		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	01	BIBLIOGRÁFICA	CARACTERIZAÇÃO DA RELAÇÃO EMOCIONAL, ESTÉTICA E SIMBÓLICA DO USUÁRIO DA CLASSE C COM O MOBILIÁRIO POPULAR SEGUNDO O MODELO DA INTERAÇÃO SIGNIFICANTE		[http://www.semeiosis.com.br/wp-content/uploads/2018/11/139.pdf]		08	ARQUITETURA, URBANISMO E DESIGN	
C	2018.0	WELLINGTON GOMES DE MEDEIROS	Docente	JOSE EUSTAQUIO RANGEL DE QUEIROZ	Docente	DANIEL DE SOUSA ANDRADE	Discente - Mestrado																																																																																							-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		2179-7374 / (2179-7374) REVISTA EDUCAÇÃO GRÁFICA	Português		Completo	-	DESIGN		139	123		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	01	BIBLIOGRÁFICA	FERRAMENTAS E MÉTODOS PARA A AVALIAÇÃO DA USABILIDADE DE JOGOS DIGITAIS: UMA REVISÃO DA LITERATURA		[http://www.educacaografica.inf.br/wp-content/uploads/2018/05/12_FERRAMENTAS-E-M%C3%89TODOS.pdf]		22	ARQUITETURA, URBANISMO E DESIGN	
NA	2018.0	FRANCISCO KEGENALDO ALVES DE SOUSA	Docente																																																																																											-		10.1590/0366-69132018643692267	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		1678-4553 / (1678-4553) CERÂMICA	Português		Completo	-	DESIGN		119	109		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	369	BIBLIOGRÁFICA	INFLUÊNCIA DOS CÁTIONS LÍTIO (LI + ), SÓDIO (NA + ) E POTÁSSIO (K + ) NA REOLOGIA DE BENTONITAS BRASILEIRAS PARA USO EM FLUIDOS DE PERFURAÇÃO BASE AQUOSA		[http://www.scielo.br/scielo.php?pid=S0366-69132018000100109&script=sci_abstract&tlng=pt][doi:10.1590/0366-69132018643692267]		64	ARQUITETURA, URBANISMO E DESIGN	
NA	2018.0	WELLINGTON GOMES DE MEDEIROS	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		2525-7471 / (2525-7471) REVISTA DE DESIGN, TECNOLOGIA E SOCIEDADE	Português		Completo	-	DESIGN		83	64		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	n.1 (2018)	BIBLIOGRÁFICA	MARCA COMO CANAL DE TRANSMISSÃO DE VALORES SIMBÓLICOS		[http://periodicos.unb.br/index.php/design-tecnologia-sociedade/article/view/29409/21257]		5	ARQUITETURA, URBANISMO E DESIGN	
NA	2018.0	HEITOR DE ANDRADE SILVA	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		2448-296X / (2448-296X) REVISTA PROJETAR - PROJETO E PERCEPÇÃO DO AMBIENTE	Português		Completo	-	DESIGN		50	36		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	2 (2018)	BIBLIOGRÁFICA	MÉTODOS DE AVALIAÇÃO DE PROJETOS HABITACIONAIS: PROPOSTA METODOLÓGICA DE AVALIAÇÃO DE PLANTAS NO CONTEXTO CONTEMPORÂNEO BRASILEIRO		[http://www.revistaprojetar.ct.ufrn.br/index.php/revprojetar/article/view/280/105]		3	ARQUITETURA, URBANISMO E DESIGN	
NA	2018.0	WELLINGTON GOMES DE MEDEIROS	Docente	HEITOR DE ANDRADE SILVA	Docente	WELLINGTON GOMES DE MEDEIROS	Docente																																																																																							-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		1983-196X / (1983-196X) ESTUDOS EM DESIGN (ONLINE)	Português		Completo	-	DESIGN		95	70		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	n.1 2018	BIBLIOGRÁFICA	O DESIGN PARA A EXPERIÊNCIA NA EXPOSIÇÃO DO MUSEU CAIS DO SERTÃO		[http://https://estudosemdesign.emnuvens.com.br/design/article/view/70/299]		26	ARQUITETURA, URBANISMO E DESIGN	
NA	2018.0	HEITOR DE ANDRADE SILVA	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		2448-296X / (2448-296X) REVISTA PROJETAR - PROJETO E PERCEPÇÃO DO AMBIENTE	Português		Completo	-	DESIGN		183	174		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	3 (2018)	BIBLIOGRÁFICA	REINTERPRETANDO O CONSTRUIR FRONDOSO: A CASA DE DUAS FRENTES E A VILA PAJUÇARA EM NATAL, RN - UMA PROPOSTA DE HIS SUSTENTÁVEL		-		3	ARQUITETURA, URBANISMO E DESIGN	
B2	2018.0	FRANCISCO KEGENALDO ALVES DE SOUSA	Docente																																																																																											-		10.1080/14328917.2018.1456635	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		1432-8917 / (1432-8917) MATERIALS RESEARCH INNOVATIONS (PRINT)	Português		Completo	-	DESIGN		7	1		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	SULFONATED POLY(ETHER ETHER KETONE)/HYDROXYAPATITE MEMBRANES AS BONE GRAFT MATERIALS		[http://https://www.tandfonline.com/doi/full/10.1080/14328917.2018.1456635]		22	ARQUITETURA, URBANISMO E DESIGN	
NA	2018.0	FRANCISCO KEGENALDO ALVES DE SOUSA	Docente																																																																																											-		10.1590/0366-69132018643712392	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	UFCG		1678-4553 / (1678-4553) CERÂMICA	Português		Completo	-	DESIGN		430	425		-		Não	24009016031P1		ARTIGO EM PERIÓDICO	371	BIBLIOGRÁFICA	THIXOTROPIC EVALUATION OF BENTONITIC CLAY DISPERSIONS MODIFIED WITH NONIONIC SURFACTANTS FOR ORGANIC DRILLING FLUIDS		[http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132018000300425&lng=en&tlng=en][doi:10.1590/0366-69132018643712392]		64	ARQUITETURA, URBANISMO E DESIGN	
A4	2018.0	THESKA LAILA DE FREITAS SOARES	Discente - Doutorado	AMILTON JOSE VIEIRA DE ARRUDA	Docente																																																																																									-		-	IMPRESSO		-	UNIVERSIDADE FEDERAL DE PERNAMBUCO	UFPE		1668-0227 / (1668-0227) CUADERNOS DEL CENTRO DE ESTUDIOS DE DISEÑO Y COMUNICACIÓN	Português	TECNOLOGIA E CULTURA	Completo	-	DESIGN		122	111		-		Não	25001019057P2		ARTIGO EM PERIÓDICO	21	BIBLIOGRÁFICA	CUADERNO 80		[http://www.palermo.edu]		80	ARQUITETURA, URBANISMO E DESIGN	PLANEJAMENTO E CONTEXTUALIZAÇÃO DE ARTEFATOS
C	2018.0	LUIZ AUGUSTO DUTRA SOUZA DO MONTE	Discente - Doutorado	GENTIL ALFREDO MAGALHAES DUQUE PORTO FILHO	Docente																																																																																									-		-	OUTRO		-	UNIVERSIDADE FEDERAL DE PERNAMBUCO	UFPE		1982-0569 / (1982-0569) URBANA - REVISTA ELETRÔNICA DO CENTRO INTERDISCIPLINAR DE ESTUDOS DA CIDADE	Português	TECNOLOGIA E CULTURA	Completo	-	DESIGN		468	456		-		Não	25001019057P2		ARTIGO EM PERIÓDICO	2 [16]	BIBLIOGRÁFICA	ENTRE BECOS: EXPERIMENTOS SITUACIONISTAS NO CENTRO DO RECIFE		-		9	ARQUITETURA, URBANISMO E DESIGN	PLANEJAMENTO E CONTEXTUALIZAÇÃO DE ARTEFATOS
C	2018.0	GENTIL ALFREDO MAGALHAES DUQUE PORTO FILHO	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE PERNAMBUCO	UFPE		2037-0431 / (2037-0431) LA FURIA UMANA	Português	TECNOLOGIA E CULTURA	Completo	-	DESIGN		-	1		-		Não	25001019057P2		ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	EX-ARTE: PRÁTICAS DESVIANTES		[http://www.lafuriaumana.it/index.php/67-lfu-34/770-gentil-porto-filho-ex-arte-praticas-desviantes]		34	ARQUITETURA, URBANISMO E DESIGN	PLANEJAMENTO E CONTEXTUALIZAÇÃO DE ARTEFATOS
C	2018.0	TOMI ZLATAR	Sem Categoria	FELIPE MENDES DA CRUZ	Sem Categoria	BIANCA MARIA VASCONCELOS VALERIO	Participante Externo	ANA ROSA BEZERRA MARTINS	Sem Categoria	ELIANE MARIA GORGA LAGO	Sem Categoria	LAURA BEZERRA MARTINS	Docente	JOÃO SANTOS BAPTISTA	Sem Categoria	BEDA BARKOKEBAS JUNIOR	Participante Externo																																																																													-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE PERNAMBUCO	UFPE		1807-7889 / (1807-7889) CESET. CONFORTO, EFICIÊNCIA E SEGURANÇA NO TRABALHO	Inglês	ERGONOMIA E USABILIDADE DE PRODUTOS, SISTEMAS E PRODUÇÃO	Completo	-	DESIGN		31	22		-		Não	25001019057P2		ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	LIFESTYLE FACTORS INFLUENCING HEAT STRESS RESPONSE: A REVIEW		[http://https://sites.google.com/site/cesetjournal/about]		23	ARQUITETURA, URBANISMO E DESIGN	PLANEJAMENTO E CONTEXTUALIZAÇÃO DE ARTEFATOS
C	2018.0	VIRGINIA PEREIRA CAVALCANTI	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE PERNAMBUCO	UFPE		2595-3621 / (2595-3621) BRAZILIAN APPLIED SCIENCE REVIEW	Português	TECNOLOGIA E CULTURA	Completo	-	DESIGN		723	712-723		-		Não	25001019057P2		ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	O MODERNISMO ITALIANO E O DEBATE SOBRE A CASA SIMPLES A PARTIR DO PENSAMENTO DE LINA BO BARDI / ITALIAN MODERNISM AND THE DEBATE ABOUT THE SIMPLE HOUSE FROM THE THOUGHT OF LINA BO BARDI		[http://brjd.com.br/index.php/BASR/article/viewFile/442/378]		2	ARQUITETURA, URBANISMO E DESIGN	PLANEJAMENTO E CONTEXTUALIZAÇÃO DE ARTEFATOS
B3	2018.0	ROSIANE PEREIRA ALVES	Participante Externo	LAURA BEZERRA MARTINS	Docente																																																																																									-		10.5965/1982615x11222018459	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE PERNAMBUCO	UFPE		1982-615X / (1982-615X) MODAPALAVRA E-PERIÓDICO	Português	ERGONOMIA E USABILIDADE DE PRODUTOS, SISTEMAS E PRODUÇÃO	Completo	-	DESIGN		482	459		-		Não	25001019057P2		ARTIGO EM PERIÓDICO	22	BIBLIOGRÁFICA	O SUTIÃ E SEUS PRECURSORES: UMA ANÁLISE ESTRUTURAL E DIACRÔNICA		[doi:10.5965/1982615x11222018459]		11	ARQUITETURA, URBANISMO E DESIGN	PLANEJAMENTO E CONTEXTUALIZAÇÃO DE ARTEFATOS
C	2018.0	VILMA MARIA VILLAROUCO SANTOS	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE PERNAMBUCO	UFPE		1807-7889 / (1807-7889) CESET. CONFORTO, EFICIÊNCIA E SEGURANÇA NO TRABALHO	Português	ERGONOMIA E USABILIDADE DE PRODUTOS, SISTEMAS E PRODUÇÃO	Completo	-	DESIGN		4	1		-		Não	25001019057P2		ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	RESEARCH IN ERGONOMICS OF THE BUILT ENVIRONMENT - TOWARDS THE FUTURE		[http://https://sites.google.com/site/cesetjournal/archives/edicao-2018]		23	ARQUITETURA, URBANISMO E DESIGN	PLANEJAMENTO E CONTEXTUALIZAÇÃO DE ARTEFATOS
B3	2018.0	WALTER FRANKLIN MARQUES CORREIA	Docente																																																																																											-	Orlando	-	MEIO DIGITAL	-	-	UNIVERSIDADE FEDERAL DE PERNAMBUCO	UFPE	-	2194-5357 / (2194-5357) ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING	Português	DESIGN DE ARTEFATOS DIGITAIS	Completo	-	DESIGN	International Conference on Applied Human Factors and Ergonomics	78	68		-	Brasil	Não	25001019057P2		TRABALHO EM ANAIS	1	BIBLIOGRÁFICA	THE LIMITED RATIONALE IN DECISION MAKING, IMPACTS ON THE EVALUATION OF ARTIFACTS IN THE DESIGN PROCESS	AHFE 2018 Conference Proceedings	-		794	ARQUITETURA, URBANISMO E DESIGN	PLANEJAMENTO E CONTEXTUALIZAÇÃO DE ARTEFATOS
A3	2018.0	WALTER FRANKLIN MARQUES CORREIA	Docente																																																																																											-		10.1155/2018/5387896	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DE PERNAMBUCO	UFPE		1687-7047 / (1687-7047) INTERNATIONAL JOURNAL OF COMPUTER GAMES TECHNOLOGY	Inglês	DESIGN DE ARTEFATOS DIGITAIS	Completo	-	DESIGN		18	1		-		Não	25001019057P2		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	USABILITY ASSESSMENTS FOR AUGMENTED REALITY MOTOR REHABILITATION SOLUTIONS: A SYSTEMATIC REVIEW		[doi:10.1155/2018/5387896]		2018	ARQUITETURA, URBANISMO E DESIGN	PLANEJAMENTO E CONTEXTUALIZAÇÃO DE ARTEFATOS
C	2018.0	MARCUS VINICIUS DE PAULA	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2316-9826 / (2316-9826) LITERARTES	Português		Completo	-	DESIGN		180	156		-		Não	31001017172P3		ARTIGO EM PERIÓDICO	8	BIBLIOGRÁFICA	A GROTESCA PINACOTECA DOS QUADRINHOS		-		1	ARQUITETURA, URBANISMO E DESIGN	
C	2018.0	MADALENA GRIMALDI DE CARVALHO	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2595-0797 / (2595-0797) REVISTA GEOMETRIA GRÁFICA	Português	IMAGEM, TECNOLOGIA E PROJETO	Completo	-	DESIGN		69	104		-		Não	31001017172P3	Percepção Visual e Representação Projetiva	ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	AS MARCAS CONTEMPORÂNEAS E SUAS PECULIARIDADES GRÁFICAS		-		2	ARQUITETURA, URBANISMO E DESIGN	Design Visual
C	2018.0	DORIS CLARA KOSMINSKY	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		1808-5377 / (1808-5377) INFODESIGN (SBDI. ONLINE)	Inglês		Completo	-	DESIGN		62	45		-		Não	31001017172P3		ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	HEXAGONAL HIERARCHICAL CARTOGRAM: TOWARDS A THEMATIC MAP OF BRAZIL		[http://https://infodesign.org.br/infodesign/article/view/563]		15	ARQUITETURA, URBANISMO E DESIGN	
C	2018.0	IRENE DE MENDONCA PEIXOTO	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2238-0272 / (2238-0272) #10.ART	Português		Completo	-	DESIGN		154	150		-		Não	31001017172P3		ARTIGO EM PERIÓDICO	17	BIBLIOGRÁFICA	O DESIGN ALÉM DA ESTETIZAÇÃO FUNCIONAL		-		01	ARQUITETURA, URBANISMO E DESIGN	
B3	2018.0	IRENE DE MENDONCA PEIXOTO	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		1982-9507 / (1982-9507) PÓS: REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES	Português		Completo	-	DESIGN		237	224		-		Não	31001017172P3		ARTIGO EM PERIÓDICO	16	BIBLIOGRÁFICA	O DISCURSO DAS CONJUNÇOES COMO DINÂMICA DO PENSAMENTO ARTISTA		-		8	ARQUITETURA, URBANISMO E DESIGN	
C	2018.0	JOFRE SILVA	Docente																																																																																											-		-	VÁRIOS		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2595-9638 / (2595-9638) REVISTA PAISAGENS HÍBRIDAS	Português		Completo	-	DESIGN		239	224		-		Não	31001017172P3		ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	PAISAGEM, CORPO, VISIBILIDADE, TEMPO E LUZ		-		1	ARQUITETURA, URBANISMO E DESIGN	
